,title,brand,category,custom_label_0,custom_label_1,custom_label_2,feature
1639,Klassy Kitchen Printed Floral 20 Pcs Handi Set with Lids & Spoon Combo,Klassi Kitchen,Home & Garden,Home & Kitchen,Kitchen & Dining,Cookware & Serveware,klassy kitchen printed floral 20 pcs handi set with lids & spoon combo home & garden klassi kitchen home & kitchen kitchen & dining cookware & serveware
1640,Pack of 2 Cotton Kurta,Shakumbhari,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,pack of 2 cotton kurta apparel & accessories shakumbhari women ethnic wear kurtas & suits
1641,Pack of 2 Dresses,Shakumbhari,Apparel & Accessories,Women,Western Wear,Dresses,pack of 2 dresses apparel & accessories shakumbhari women western wear dresses
1642,Pick Any 1 Flared Kurta,Shakumbhari,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,pick any 1 flared kurta apparel & accessories shakumbhari women ethnic wear kurtas & suits
1643,Pack of 2 Ethnic & Western Combo,Shakumbhari,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,pack of 2 ethnic & western combo apparel & accessories shakumbhari women ethnic wear kurtas & suits
1644,Pick Any 1 Kurta Palazzo Set,Harshali Creations,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,pick any 1 kurta palazzo set apparel & accessories harshali creations women ethnic wear kurtas & suits
1645,Pick Any 1 Embroidered or Printed Kurta Palazzo Set,Harshali Creations,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,pick any 1 embroidered or printed kurta palazzo set apparel & accessories harshali creations women ethnic wear kurtas & suits
1646,Pick Any 1 Summer Glam Kurta Bottom Set,FAB-INN,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,pick any 1 summer glam kurta bottom set apparel & accessories fab-inn women ethnic wear kurtas & suits
1647,Pick Any 1 Ethnic Glory Kurta Bottom Set,FAB-INN,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,pick any 1 ethnic glory kurta bottom set apparel & accessories fab-inn women ethnic wear kurtas & suits
1648,Pick Any 1 Foil Print Fantasy Kurta Palazzo Set,FAB-INN,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,pick any 1 foil print fantasy kurta palazzo set apparel & accessories fab-inn women ethnic wear kurtas & suits
1649,Pick Any 1 Print On Print Elegance Kurta Palazzo Set,FAB-INN,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,pick any 1 print on print elegance kurta palazzo set apparel & accessories fab-inn women ethnic wear kurtas & suits
1650,Pick Any 1 Ethnic Charm Kurta Palazzo Set,FAB-INN,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,pick any 1 ethnic charm kurta palazzo set apparel & accessories fab-inn women ethnic wear kurtas & suits
1651,Pick Any 1 Modern Ethnic Kurta Palazzo Set,FAB-INN,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,pick any 1 modern ethnic kurta palazzo set apparel & accessories fab-inn women ethnic wear kurtas & suits
1652,Pick Any 1 Print On Print Kurta Palazzo Set,FAB-INN,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,pick any 1 print on print kurta palazzo set apparel & accessories fab-inn women ethnic wear kurtas & suits
1653,Pick Any 1 Embroidered Yarn Dyed Kurta Bottom Set,FAB-INN,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,pick any 1 embroidered yarn dyed kurta bottom set apparel & accessories fab-inn women ethnic wear kurtas & suits
1654,Pick Any 1 Festive Glory Kurta Bottom Set,FAB-INN,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,pick any 1 festive glory kurta bottom set apparel & accessories fab-inn women ethnic wear kurtas & suits
1655,Pick Any 1 Gold Foil Print Flared Kurta,Agnisie,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,pick any 1 gold foil print flared kurta apparel & accessories agnisie women ethnic wear kurtas & suits
1656,Agnisie Pick Any 1 Embroidered Flared Kurta With Bottom Green-M,Agnisie,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,agnisie pick any 1 embroidered flared kurta with bottom green-m apparel & accessories agnisie women ethnic wear kurtas & suits
1657,Agnisie Pick Any 1 Shades of Summer Kurta Palazzo Set,Agnisie,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,agnisie pick any 1 shades of summer kurta palazzo set apparel & accessories agnisie women ethnic wear kurtas & suits
1658,Agnisie Pick Any 1 Summer Brights Kurta Palazzo Set,Agnisie,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,agnisie pick any 1 summer brights kurta palazzo set apparel & accessories agnisie women ethnic wear kurtas & suits
1659,Agnisie Pack of 2 Bright Shade Printed Kurtas,Agnisie,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,agnisie pack of 2 bright shade printed kurtas apparel & accessories agnisie women ethnic wear kurtas & suits
1660,Pick Any 1 Floral Print Nightwear Set,Etnica,Apparel & Accessories,Women,Innerwear,Lingeries,pick any 1 floral print nightwear set apparel & accessories etnica women innerwear lingeries
1661,Pick Any 1 Must Have Night Suit,Etnica,Apparel & Accessories,Women,Innerwear,Lingeries,pick any 1 must have night suit apparel & accessories etnica women innerwear lingeries
1662,Pick Any 1 Kurta With Fancy Printed Scarf,Etnica,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,pick any 1 kurta with fancy printed scarf apparel & accessories etnica women ethnic wear kurtas & suits
1663,Pick Any 1 Hand Embroidered Kurta With Bottom,Etnica,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,pick any 1 hand embroidered kurta with bottom apparel & accessories etnica women ethnic wear kurtas & suits
1664,Pick Any 1 Print Fantasy Night Suit,Etnica,Apparel & Accessories,Women,Innerwear,Lingeries,pick any 1 print fantasy night suit apparel & accessories etnica women innerwear lingeries
1665,Pack of 2 Fancy Gold Foil Printed Kurtas,Agnisie,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,pack of 2 fancy gold foil printed kurtas apparel & accessories agnisie women ethnic wear kurtas & suits
1666,Pick Any 1 Embroidered Ecstasy Kurta Bottom Set,Etnica,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,pick any 1 embroidered ecstasy kurta bottom set apparel & accessories etnica women ethnic wear kurtas & suits
1667,Pick Any 1 Keep It Fashion Nightwear Set,Etnica,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,pick any 1 keep it fashion nightwear set apparel & accessories etnica women ethnic wear kurtas & suits
1668,Etnica Pick Any 1 Comfy Nightwear Set,Etnica,Apparel & Accessories,Women,Innerwear,Lingeries,etnica pick any 1 comfy nightwear set apparel & accessories etnica women innerwear lingeries
1669,Pick Any 1 Ethnic Elegance Kurta Trouser Set,Etnica,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,pick any 1 ethnic elegance kurta trouser set apparel & accessories etnica women ethnic wear kurtas & suits
1670,Pick Any 1 Lucknawi Chikankari Kurta With Trouser,Etnica,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,pick any 1 lucknawi chikankari kurta with trouser apparel & accessories etnica women ethnic wear kurtas & suits
1671,Pack of 3 Women Lace Top Combo,JVA,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,pack of 3 women lace top combo apparel & accessories jva women ethnic wear kurtas & suits
1672,Pick Any 1 Cotton Chanderi Kurta Palazzo Set,Harshali Creations,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,pick any 1 cotton chanderi kurta palazzo set apparel & accessories harshali creations women ethnic wear kurtas & suits
1673,Set of 6 Premium Stainless Steel Water Bottles Combo,J09,Home & Garden,Home & Kitchen,Kitchen & Dining,Water Bottles,set of 6 premium stainless steel water bottles combo home & garden j09 home & kitchen kitchen & dining water bottles
1674,Jaasvi Pack of 3 In Style Dresses with Matching Masks,Jaasvi,Apparel & Accessories,Women,Western Wear,Dresses,jaasvi pack of 3 in style dresses with matching masks apparel & accessories jaasvi women western wear dresses
1675,Jaasvi Pack of 3 Flared Dresses with Matching Masks,Jaasvi,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,jaasvi pack of 3 flared dresses with matching masks apparel & accessories jaasvi women ethnic wear kurtas & suits
1676,Pack of 3 Summer Maxi Dresses with Matching Masks,Jaasvi,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,pack of 3 summer maxi dresses with matching masks apparel & accessories jaasvi women ethnic wear kurtas & suits
1677,Agnisie Pick Any 1 Embroidered Fantasy Kurta Palazzo Set,Agnisie,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,agnisie pick any 1 embroidered fantasy kurta palazzo set apparel & accessories agnisie women ethnic wear kurtas & suits
1678,Agnisie Pick Any 1 Embroidered Kurta With Yarn Dyed Bottom,Agnisie,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,agnisie pick any 1 embroidered kurta with yarn dyed bottom apparel & accessories agnisie women ethnic wear kurtas & suits
1679,Agnisie Pick Any 1 Ethnic Charm Kurta Palazzo Set,Agnisie,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,agnisie pick any 1 ethnic charm kurta palazzo set apparel & accessories agnisie women ethnic wear kurtas & suits
1680,Pick Any 1 Statement Kurta Palazzo Set,Agnisie,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,pick any 1 statement kurta palazzo set apparel & accessories agnisie women ethnic wear kurtas & suits
1681,Agnisie Pick Any 1 Fancy Embroidered Kurta With Yarn Dyed Bottom,Agnisie,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,agnisie pick any 1 fancy embroidered kurta with yarn dyed bottom apparel & accessories agnisie women ethnic wear kurtas & suits
1682,Agnisie Pick Any 1 Gota Work Kurta Palazzo Set,Agnisie,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,agnisie pick any 1 gota work kurta palazzo set apparel & accessories agnisie women ethnic wear kurtas & suits
1683,Pick Any 1 Glamouros Lycra Saree,Trendy Store,Apparel & Accessories,Women,Ethnic Wear,Sarees & Blouses,pick any 1 glamouros lycra saree apparel & accessories trendy store women ethnic wear sarees & blouses
1684,Pick any 1 Ethnic Elegance Saree,Trendy Store,Apparel & Accessories,Women,Ethnic Wear,Sarees & Blouses,pick any 1 ethnic elegance saree apparel & accessories trendy store women ethnic wear sarees & blouses
1685,5 Ltr. Colored Pressure Cooker + 3 Ltr. Pressure Pan + Idli Stand + 3Pcs SS Copper Base Handi,J09,Home & Garden,Home & Kitchen,Kitchen & Dining,Cookware & Serveware,5 ltr. colored pressure cooker + 3 ltr. pressure pan + idli stand + 3pcs ss copper base handi home & garden j09 home & kitchen kitchen & dining cookware & serveware
1686,Pick Any 1 Floral Kurta Palazzo Set,Harshali Creations,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,pick any 1 floral kurta palazzo set apparel & accessories harshali creations women ethnic wear kurtas & suits
1687,Multipurpose Cooking Pot,U&V,Home & Garden,Home & Kitchen,Kitchen & Dining,Cookware & Serveware,multipurpose cooking pot home & garden u&v home & kitchen kitchen & dining cookware & serveware
1688,Advance Acupressure Set of 6 Combo,U&V,Health & Beauty,Electronics & Appliances,Health Appliances,Health Care Accessories,advance acupressure set of 6 combo health & beauty u&v electronics & appliances health appliances health care accessories
1689,U&V Electrical Muscle Stimulation Foot Massager,U&V,Health & Beauty,Electronics & Appliances,Health Appliances,Foot Massager,u&v electrical muscle stimulation foot massager health & beauty u&v electronics & appliances health appliances foot massager
1690,U&V Wireless Earbuds With Bluetooth,U&V,Electronics,Electronics & Appliances,Electronics,Audio,u&v wireless earbuds with bluetooth electronics u&v electronics & appliances electronics audio
1691,Ideal Homes Scratch Mop with Bucket & Flexible Head,Ideal Home,Home & Garden,Home & Kitchen,Home Improvement,Sweepers & Mops,ideal homes scratch mop with bucket & flexible head home & garden ideal home home & kitchen home improvement sweepers & mops
1692,One Step Hair Dryer & Styler Brush,Ideal Home,Health & Beauty,Women,Beauty & Personal Care,Hair Care,one step hair dryer & styler brush health & beauty ideal home women beauty & personal care hair care
1693,Pick Any 1 Floral Print Kurta with Stripe Print Trouser,Pankti,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,pick any 1 floral print kurta with stripe print trouser apparel & accessories pankti women ethnic wear kurtas & suits
1694,Pick Any 1 Printed Kurta & Trousers,Pankti,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,pick any 1 printed kurta & trousers apparel & accessories pankti women ethnic wear kurtas & suits
1695,Pick Any 1 Shades of Blue Print on Print Kurta & Trousers,Pankti,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,pick any 1 shades of blue print on print kurta & trousers apparel & accessories pankti women ethnic wear kurtas & suits
1696,Pick Any 1 Floral Printed Kurta with Sharara & Dupatta,Pankti,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,pick any 1 floral printed kurta with sharara & dupatta apparel & accessories pankti women ethnic wear kurtas & suits
1697,Pick Any 1 Pastel Shade Kurta with Sharara & Dupatta,Pankti,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,pick any 1 pastel shade kurta with sharara & dupatta apparel & accessories pankti women ethnic wear kurtas & suits
1698,Pick Any 1 Log Flared Kurta Dress,Harshali Creations,Apparel & Accessories,Women,Western Wear,Dresses,pick any 1 log flared kurta dress apparel & accessories harshali creations women western wear dresses
1699,Kool King Stainless Steel 7 Litre Water Dispenser with 3 Steel Bottles,Modware Kasablanca,Home & Garden,Home & Kitchen,Kitchen & Dining,Water Bottles,kool king stainless steel 7 litre water dispenser with 3 steel bottles home & garden modware kasablanca home & kitchen kitchen & dining water bottles
1700,4 Pcs Iron Cookware Set,HCH,Home & Garden,Home & Kitchen,Kitchen & Dining,Cookware & Serveware,4 pcs iron cookware set home & garden hch home & kitchen kitchen & dining cookware & serveware
1701,Pick Any 1 Premium Quality Night Suit Set,Harshali Creations,Apparel & Accessories,Women,Innerwear,Lingeries,pick any 1 premium quality night suit set apparel & accessories harshali creations women innerwear lingeries
1702,Pick Any 1 Night Suit,Harshali Creations,Apparel & Accessories,Women,Innerwear,Lingeries,pick any 1 night suit apparel & accessories harshali creations women innerwear lingeries
1703,Pack of 2 Kurta with 1 Palazzo,Harshali Creations,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,pack of 2 kurta with 1 palazzo apparel & accessories harshali creations women ethnic wear kurtas & suits
1704,Pick Any 1 Chikankari Kurta with Palazzo & Ombre Dyed Dupatta,WW Passion,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,pick any 1 chikankari kurta with palazzo & ombre dyed dupatta apparel & accessories ww passion women ethnic wear kurtas & suits
1705,Pick Any 1 Polka Dots Night Suit Set,Harshali Creations,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,pick any 1 polka dots night suit set apparel & accessories harshali creations women ethnic wear kurtas & suits
1706,Pack of 4 Fashion Jeggings,Couture Cat,Apparel & Accessories,Women,Western Wear,Palazzo,pack of 4 fashion jeggings apparel & accessories couture cat women western wear palazzo
1707,Pick Any 1 Women's Denim Jeans,RVR,Apparel & Accessories,Women,Western Wear,Denim,pick any 1 women's denim jeans apparel & accessories rvr women western wear denim
1708,Pack of 3 Night Gowns,RVR,Apparel & Accessories,Women,Innerwear,Lingeries,pack of 3 night gowns apparel & accessories rvr women innerwear lingeries
1709,Pick Any 1 Night Suit Set,RVR,Apparel & Accessories,Women,Innerwear,Lingeries,pick any 1 night suit set apparel & accessories rvr women innerwear lingeries
1710,Pick Any 1 Dark or Light Women's Denim Jeans,RVR,Apparel & Accessories,Women,Western Wear,Denim,pick any 1 dark or light women's denim jeans apparel & accessories rvr women western wear denim
1711,Pick Any 1 Ethnic Foil Print Kurta & Palazzo Set,WW Passion,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,pick any 1 ethnic foil print kurta & palazzo set apparel & accessories ww passion women ethnic wear kurtas & suits
1712,8 Piece Quilted Bed Set,Home Aid,Home & Garden,Home & Kitchen,Furnishings & Furniture,"Cushion, Pillows & Covers","8 piece quilted bed set home & garden home aid home & kitchen furnishings & furniture cushion, pillows & covers"
1713,Rajasthani Heritage Pack of 5 Cotton Bedsheets with 10 Pillow Covers,UniqChoice,Home & Garden,Home & Kitchen,Furnishings & Furniture,Bed Linen,rajasthani heritage pack of 5 cotton bedsheets with 10 pillow covers home & garden uniqchoice home & kitchen furnishings & furniture bed linen
1714,Pick Any 1 Indo Western or Ethnic Kurta Set,Harshali Creations,Apparel & Accessories,Women,Ethnic Wear,Kurtas & Suits,pick any 1 indo western or ethnic kurta set apparel & accessories harshali creations women ethnic wear kurtas & suits
